02-Oct-2018,,,,,,,,,,,
iShares Russell 3000 ETF,,,,,,,,,,,
Inception Date,"May 22, 2000",,,,,,,,,,
Fund Holdings as of,"Oct 02, 2018",,,,,,,,,,
Total Net Assets,"$9,012,794,684.18",,,,,,,,,,
Number of Securities (excluding cash and derivatives),"3,025.00",,,,,,,,,,
Shares Outstanding,"52,300,000.00",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
APD,AIR PRODUCTS AND CHEMICALS INC,Equity,0.13,170.22,"66,307.00","11,286,777.54","11,286,777.54",Materials,2011602,US0091581068,New York Stock Exchange Inc.
HAL,HALLIBURTON,Equity,0.12,41.71,"264,777.00","11,043,848.67","11,043,848.67",Energy,2405302,US4062161017,New York Stock Exchange Inc.
MAR,MARRIOTT INTERNATIONAL INC CLASS A,Equity,0.12,125.97,"87,317.00","10,999,322.49","10,999,322.49",Consumer Discretionary,2210614,US5719032022,NASDAQ
AFL,AFLAC INC,Equity,0.12,47.09,"232,047.00","10,927,093.23","10,927,093.23",Financials,2026361,US0010551028,New York Stock Exchange Inc.
F,F MOTOR,Equity,0.12,9.20,"1,185,179.00","10,903,646.80","10,903,646.80",Consumer Discretionary,2615468,US3453708600,New York Stock Exchange Inc.
ROST,ROSS STORES INC,Equity,0.12,96.32,"111,941.00","10,782,157.12","10,782,157.12",Consumer Discretionary,2746711,US7782961038,NASDAQ
FIS,FIDELITY NATIONAL INFORMATION SERV,Equity,0.12,107.52,"99,535.00","10,702,003.20","10,702,003.20",Information Technology,2769796,US31620M1062,New York Stock Exchange Inc.
AEP,AMERICAN ELECTRIC POWER INC,Equity,0.12,71.35,"149,542.00","10,669,821.70","10,669,821.70",Utilities,2026242,US0255371017,New York Stock Exchange Inc.
EA,ELECTRONIC ARTS INC,Equity,0.12,117.05,"91,001.00","10,651,667.05","10,651,667.05",Communication,2310194,US2855121099,NASDAQ
DAL,DELTA AIR LINES INC,Equity,0.12,54.69,"193,859.00","10,602,148.71","10,602,148.71",Industrials,B1W9D46,US2473617023,New York Stock Exchange Inc.
APC,ANADARKO PETROLEUM CORP,Equity,0.12,68.00,"155,623.00","10,582,364.00","10,582,364.00",Energy,2032380,US0325111070,New York Stock Exchange Inc.
TRV,TRAVELERS COMPANIES INC,Equity,0.12,129.51,"81,601.00","10,568,145.51","10,568,145.51",Financials,2769503,US89417E1091,New York Stock Exchange Inc.
SYY,SYSCO CORP,Equity,0.12,73.28,"143,929.00","10,547,117.12","10,547,117.12",Consumer Staples,2868165,US8718291078,New York Stock Exchange Inc.
ALL,ALLSTATE CORP,Equity,0.12,98.85,"104,985.00","10,377,767.25","10,377,767.25",Financials,2019952,US0200021014,New York Stock Exchange Inc.
KMI,KINDER MORGAN INC,Equity,0.11,18.08,"572,380.00","10,348,630.40","10,348,630.40",Energy,B3NQ4P8,US49456B1017,New York Stock Exchange Inc.
EQIX,EQUINIX REIT INC,Equity,0.11,431.81,"23,935.00","10,335,372.35","10,335,372.35",Real Estate,BVLZX12,US29444U7000,NASDAQ
EW,EDWARDS LIFESCIENCES CORP,Equity,0.11,162.10,"63,532.00","10,298,537.20","10,298,537.20",Health Care,2567116,US28176E1082,New York Stock Exchange Inc.
ADI,ANALOG DEVICES INC,Equity,0.11,92.29,"111,564.00","10,296,241.56","10,296,241.56",Information Technology,2032067,US0326541051,NASDAQ
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Equity,0.11,105.73,"97,018.00","10,257,713.14","10,257,713.14",Materials,B3SPXZ3,NL0009434992,New York Stock Exchange Inc.
WMB,WILLIAMS INC,Equity,0.11,27.65,"369,349.00","10,212,499.85","10,212,499.85",Energy,2967181,US9694571004,New York Stock Exchange Inc.
ADSK,AUTODESK INC,Equity,0.11,153.92,"66,307.00","10,205,973.44","10,205,973.44",Information Technology,2065159,US0527691069,NASDAQ
NOW,SERVICENOW INC,Equity,0.11,192.90,"52,880.00","10,200,552.00","10,200,552.00",Information Technology,B80NXX8,US81762P1021,New York Stock Exchange Inc.
KHC,KRAFT HEINZ,Equity,0.11,55.93,"181,819.00","10,169,136.67","10,169,136.67",Consumer Staples,BYRY499,US5007541064,NASDAQ
STZ,CONSTELLATION BRANDS INC CLASS A,Equity,0.11,212.73,"47,500.00","10,104,675.00","10,104,675.00",Consumer Staples,2170473,US21036P1084,New York Stock Exchange Inc.
FISV,FISERV INC,Equity,0.11,81.85,"122,405.00","10,018,849.25","10,018,849.25",Information Technology,2342034,US3377381088,NASDAQ
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Equity,0.11,35.57,"278,976.00","9,923,176.32","9,923,176.32",Industrials,BY7QL61,IE00BY7QL619,New York Stock Exchange Inc.
LUV,SOUTHWEST AIRLINES,Equity,0.11,61.18,"158,966.00","9,725,539.88","9,725,539.88",Industrials,2831543,US8447411088,New York Stock Exchange Inc.
STT,STATE STREET CORP,Equity,0.11,85.45,"113,382.00","9,688,491.90","9,688,491.90",Financials,2842040,US8574771031,New York Stock Exchange Inc.
REGN,REGENERON PHARMACEUTICALS INC,Equity,0.11,400.57,"24,136.00","9,668,157.52","9,668,157.52",Health Care,2730190,US75886F1075,NASDAQ
SRE,SEMPRA ENERGY,Equity,0.11,115.74,"83,100.00","9,617,994.00","9,617,994.00",Utilities,2138158,US8168511090,New York Stock Exchange Inc.
EL,ESTEE LAUDER INC CLASS A,Equity,0.11,144.31,"65,940.00","9,515,801.40","9,515,801.40",Consumer Staples,2320524,US5184391044,New York Stock Exchange Inc.
STI,SUNTRUST BANKS INC,Equity,0.10,65.93,"140,371.00","9,254,660.03","9,254,660.03",Financials,2860990,US8679141031,New York Stock Exchange Inc.
EBAY,EBAY INC,Equity,0.10,32.56,"282,725.00","9,205,526.00","9,205,526.00",Consumer Discretionary,2293819,US2786421030,NASDAQ
ROP,ROPER TECHNOLOGIES INC,Equity,0.10,297.95,"30,578.00","9,110,715.10","9,110,715.10",Industrials,2749602,US7766961061,New York Stock Exchange Inc.
PXD,PIONEER NATURAL RESOURCE,Equity,0.10,178.19,"51,123.00","9,109,607.37","9,109,607.37",Energy,2690830,US7237871071,New York Stock Exchange Inc.
VFC,VF CORP,Equity,0.10,93.06,"97,876.00","9,108,340.56","9,108,340.56",Consumer Discretionary,2928683,US9182041080,New York Stock Exchange Inc.
WP,WORLDPAY INC CLASS A,Equity,0.10,100.11,"90,854.00","9,095,393.94","9,095,393.94",Information Technology,BF8D8T0,US9815581098,New York Stock Exchange Inc.
BLKFDS,BLK CSH FND TREASURY SL AGENCY,Money Market,0.10,1.00,"9,062,794.00","9,062,794.22","9,062,794.22",Cash and/or Derivatives,--,US0669224778,--
CXO,CONCHO RESOURCES INC,Equity,0.10,153.75,"58,792.00","9,039,270.00","9,039,270.00",Energy,B1YWRK7,US20605P1012,New York Stock Exchange Inc.
ALGN,ALIGN TECHNOLOGY INC,Equity,0.10,376.17,"24,022.00","9,036,355.74","9,036,355.74",Health Care,2679204,US0162551016,NASDAQ
PSA,PUBLIC STORAGE REIT,Equity,0.10,200.24,"44,894.00","8,989,574.56","8,989,574.56",Real Estate,2852533,US74460D1090,New York Stock Exchange Inc.
CNC,CENTENE CORP,Equity,0.10,145.00,"61,260.00","8,882,700.00","8,882,700.00",Health Care,2807061,US15135B1017,New York Stock Exchange Inc.
NXPI,NXP SEMICONDUCTORS NV,Equity,0.10,85.08,"104,019.00","8,849,936.52","8,849,936.52",Information Technology,B505PN7,NL0009538784,NASDAQ
ALXN,ALEXION PHARMACEUTICALS INC,Equity,0.10,135.88,"64,895.00","8,817,932.60","8,817,932.60",Health Care,2036070,US0153511094,NASDAQ
DG,DOLLAR GENERAL CORP,Equity,0.10,107.47,"81,222.00","8,728,928.34","8,728,928.34",Consumer Discretionary,B5B1S13,US2566771059,New York Stock Exchange Inc.
YUM,YUM BRANDS INC,Equity,0.10,89.98,"96,422.00","8,676,051.56","8,676,051.56",Consumer Discretionary,2098876,US9884981013,New York Stock Exchange Inc.
GLW,CORNING INC,Equity,0.10,35.47,"242,055.00","8,585,690.85","8,585,690.85",Information Technology,2224701,US2193501051,New York Stock Exchange Inc.
ADM,ARCHER DANIELS MIDLAND,Equity,0.09,50.41,"168,783.00","8,508,351.03","8,508,351.03",Consumer Staples,2047317,US0394831020,New York Stock Exchange Inc.
SQ,SQUARE INC CLASS A,Equity,0.09,97.83,"86,371.00","8,449,674.93","8,449,674.93",Information Technology,BYNZGK1,US8522341036,New York Stock Exchange Inc.
MCO,MOODYS CORP,Equity,0.09,166.58,"50,666.00","8,439,942.28","8,439,942.28",Financials,2252058,US6153691059,New York Stock Exchange Inc.
OKE,ONEOK INC,Equity,0.09,67.88,"123,878.00","8,408,838.64","8,408,838.64",Energy,2130109,US6826801036,New York Stock Exchange Inc.
APH,AMPHENOL CORP CLASS A,Equity,0.09,93.96,"89,068.00","8,368,829.28","8,368,829.28",Information Technology,2145084,US0320951017,New York Stock Exchange Inc.
ORLY,OREILLY AUTOMOTIVE INC,Equity,0.09,342.09,"23,983.00","8,204,344.47","8,204,344.47",Consumer Discretionary,B65LWX6,US67103H1077,NASDAQ
PPG,PPG INDUSTRIES INC,Equity,0.09,110.21,"73,441.00","8,093,932.61","8,093,932.61",Materials,2698470,US6935061076,New York Stock Exchange Inc.
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Equity,0.09,53.13,"151,868.00","8,068,746.84","8,068,746.84",Utilities,2707677,US7445731067,New York Stock Exchange Inc.
DFS,DISCOVER FINANCIAL SERVICES,Equity,0.09,77.33,"103,793.00","8,026,312.69","8,026,312.69",Financials,B1YLC43,US2547091080,New York Stock Exchange Inc.
MCK,MCKESSON CORP,Equity,0.09,132.53,"60,559.00","8,025,884.27","8,025,884.27",Health Care,2378534,US58155Q1031,New York Stock Exchange Inc.
ZBH,ZIMMER BIOMET HOLDINGS INC,Equity,0.09,129.93,"61,756.00","8,023,957.08","8,023,957.08",Health Care,2783815,US98956P1021,New York Stock Exchange Inc.
AMD,ADVANCED MICRO DEVICES INC,Equity,0.09,29.02,"274,455.00","7,964,684.10","7,964,684.10",Information Technology,2007849,US0079031078,NASDAQ
DXC,DXC TECHNOLOGY,Equity,0.09,93.43,"84,859.00","7,928,376.37","7,928,376.37",Information Technology,BYXD7B3,US23355L1061,New York Stock Exchange Inc.
TROW,T ROWE PRICE GROUP INC,Equity,0.09,111.22,"71,121.00","7,910,077.62","7,910,077.62",Financials,2702337,US74144T1088,NASDAQ
FTV,FORTIVE CORP,Equity,0.09,83.62,"92,791.00","7,759,183.42","7,759,183.42",Industrials,BYT3MK1,US34959J1088,New York Stock Exchange Inc.
GIS,GENERAL MILLS INC,Equity,0.09,43.22,"179,204.00","7,745,196.88","7,745,196.88",Consumer Staples,2367026,US3703341046,New York Stock Exchange Inc.
CCL,CARNIVAL CORP,Equity,0.09,63.12,"122,570.00","7,736,618.40","7,736,618.40",Consumer Discretionary,2523044,PA1436583006,New York Stock Exchange Inc.
IR,INGERSOLL RAND PLC,Equity,0.09,103.90,"73,893.00","7,677,482.70","7,677,482.70",Industrials,B633030,IE00B6330302,New York Stock Exchange Inc.
HPE,HEWLETT PACKARD ENTERPRISE,Equity,0.08,16.53,"459,416.00","7,594,146.48","7,594,146.48",Information Technology,BYVYWS0,US42824C1099,New York Stock Exchange Inc.
AVB,AVALONBAY COMMUNITIES REIT INC,Equity,0.08,179.99,"41,677.00","7,501,443.23","7,501,443.23",Real Estate,2131179,US0534841012,New York Stock Exchange Inc.
PCG,PG&E CORP,Equity,0.08,47.42,"156,407.00","7,416,819.94","7,416,819.94",Utilities,2689560,US69331C1080,New York Stock Exchange Inc.
PH,PARKER-HANNIFIN CORP,Equity,0.08,184.86,"39,955.00","7,386,081.30","7,386,081.30",Industrials,2671501,US7010941042,New York Stock Exchange Inc.
XEL,XCEL ENERGY INC,Equity,0.08,47.75,"154,631.00","7,383,630.25","7,383,630.25",Utilities,2614807,US98389B1008,NASDAQ
WY,WEYERHAEUSER REIT,Equity,0.08,31.98,"228,790.00","7,316,704.20","7,316,704.20",Real Estate,2958936,US9621661043,New York Stock Exchange Inc.
PAYX,PAYCHEX INC,Equity,0.08,74.78,"97,671.00","7,303,837.38","7,303,837.38",Information Technology,2674458,US7043261079,NASDAQ
ED,CONSOLIDATED EDISON INC,Equity,0.08,77.08,"94,744.00","7,302,867.52","7,302,867.52",Utilities,2216850,US2091151041,New York Stock Exchange Inc.
PCAR,PACCAR INC,Equity,0.08,69.68,"104,246.00","7,263,861.28","7,263,861.28",Industrials,2665861,US6937181088,NASDAQ
EQR,EQUITY RESIDENTIAL REIT,Equity,0.08,66.24,"109,198.00","7,233,275.52","7,233,275.52",Real Estate,2319157,US29476L1070,New York Stock Exchange Inc.
MTB,M&T BANK CORP,Equity,0.08,164.97,"43,779.00","7,222,221.63","7,222,221.63",Financials,2340168,US55261F1049,New York Stock Exchange Inc.
LRCX,LAM RESEARCH CORP,Equity,0.08,151.08,"47,802.00","7,221,926.16","7,221,926.16",Information Technology,2502247,US5128071082,NASDAQ
WELL,WELLTOWER INC,Equity,0.08,63.01,"112,313.00","7,076,842.13","7,076,842.13",Real Estate,BYVYHH4,US95040Q1040,New York Stock Exchange Inc.
ROK,ROCKWELL AUTOMATION INC,Equity,0.08,189.55,"37,247.00","7,060,168.85","7,060,168.85",Industrials,2754060,US7739031091,New York Stock Exchange Inc.
SYF,SYNCHRONY FINANCIAL,Equity,0.08,31.34,"225,143.00","7,055,981.62","7,055,981.62",Financials,BP96PS6,US87165B1035,New York Stock Exchange Inc.
COL,ROCKWELL COLLINS INC,Equity,0.08,141.07,"49,716.00","7,013,436.12","7,013,436.12",Industrials,2767228,US7743411016,New York Stock Exchange Inc.
KR,KROGER,Equity,0.08,29.08,"240,724.00","7,000,253.92","7,000,253.92",Consumer Staples,2497406,US5010441013,New York Stock Exchange Inc.
A,AGILENT TECHNOLOGIES INC,Equity,0.08,71.68,"97,543.00","6,991,882.24","6,991,882.24",Health Care,2520153,US00846U1016,New York Stock Exchange Inc.
RHT,RED HAT INC,Equity,0.08,129.64,"53,519.00","6,938,203.16","6,938,203.16",Information Technology,2447218,US7565771026,New York Stock Exchange Inc.
MNST,MONSTER BEVERAGE CORP,Equity,0.08,57.19,"121,149.00","6,928,511.31","6,928,511.31",Consumer Staples,BZ07BW4,US61174X1090,NASDAQ
DLR,DIGITAL REALTY TRUST REIT INC TRUS,Equity,0.08,111.14,"62,123.00","6,904,350.22","6,904,350.22",Real Estate,B03GQS4,US2538681030,New York Stock Exchange Inc.
CMI,CUMMINS INC,Equity,0.08,148.95,"46,150.00","6,874,042.50","6,874,042.50",Industrials,2240202,US2310211063,New York Stock Exchange Inc.
SWK,STANLEY BLACK & DECKER INC,Equity,0.08,147.51,"46,556.00","6,867,475.56","6,867,475.56",Industrials,B3Q2FJ4,US8545021011,New York Stock Exchange Inc.
FOX,TWENTY-FIRST CENTURY FOX INC CLASS,Equity,0.08,46.18,"147,951.00","6,832,377.18","6,832,377.18",Communication,BBM4S80,US90130A2006,NASDAQ
NTAP,NETAPP INC,Equity,0.08,85.67,"79,514.00","6,811,964.38","6,811,964.38",Information Technology,2630643,US64110D1046,NASDAQ
APTV,APTIV PLC,Equity,0.08,84.94,"79,978.00","6,793,331.32","6,793,331.32",Consumer Discretionary,B783TY6,JE00B783TY65,New York Stock Exchange Inc.
NTRS,NORTHERN TRUST CORP TRUST,Equity,0.07,103.77,"64,139.00","6,655,704.03","6,655,704.03",Financials,2648668,US6658591044,NASDAQ
EIX,EDISON INTERNATIONAL,Equity,0.07,68.72,"96,330.00","6,619,797.60","6,619,797.60",Utilities,2829515,US2810201077,New York Stock Exchange Inc.
ANDV,ANDEAVOR,Equity,0.07,153.50,"42,649.00","6,546,621.50","6,546,621.50",Energy,BF0G7N4,US03349M1053,New York Stock Exchange Inc.
HLT,HILTON WORLDWIDE HOLDINGS INC,Equity,0.07,77.08,"84,695.00","6,528,290.60","6,528,290.60",Consumer Discretionary,BYVMW06,US43300A2033,New York Stock Exchange Inc.
WEC,WEC ENERGY GROUP INC,Equity,0.07,67.67,"96,070.00","6,501,056.90","6,501,056.90",Utilities,BYY8XK8,US92939U1060,New York Stock Exchange Inc.
TMUS,T MOBILE US INC,Equity,0.07,69.72,"92,796.00","6,469,737.12","6,469,737.12",Communication,B94Q9V0,US8725901040,NASDAQ
RCL,ROYAL CARIBBEAN CRUISES LTD,Equity,0.07,128.40,"50,245.00","6,451,458.00","6,451,458.00",Consumer Discretionary,2754907,LR0008862868,New York Stock Exchange Inc.
UAL,UNITED CONTINENTAL HOLDINGS INC,Equity,0.07,86.71,"73,907.00","6,408,475.97","6,408,475.97",Industrials,B4QG225,US9100471096,NASDAQ
IQV,IQVIA HOLDINGS INC,Equity,0.07,130.20,"49,218.00","6,408,183.60","6,408,183.60",Health Care,BDR73G1,US46266C1053,New York Stock Exchange Inc.
LVS,LAS VEGAS SANDS CORP,Equity,0.07,59.20,"107,970.00","6,391,824.00","6,391,824.00",Consumer Discretionary,B02T2J7,US5178341070,New York Stock Exchange Inc.
AMP,AMERIPRISE FINANCE INC,Equity,0.07,148.75,"42,835.00","6,371,706.25","6,371,706.25",Financials,B0J7D57,US03076C1062,New York Stock Exchange Inc.
IDXX,IDEXX LABORATORIES INC,Equity,0.07,242.38,"26,054.00","6,314,968.52","6,314,968.52",Health Care,2459202,US45168D1046,NASDAQ
CTL,CENTURYLINK INC,Equity,0.07,21.83,"288,956.00","6,307,909.48","6,307,909.48",Communication,2185046,US1567001060,New York Stock Exchange Inc.
KEY,KEYCORP,Equity,0.07,19.76,"319,233.00","6,308,044.08","6,308,044.08",Financials,2490911,US4932671088,New York Stock Exchange Inc.
PPL,PPL CORP,Equity,0.07,29.75,"211,709.00","6,298,342.75","6,298,342.75",Utilities,2680905,US69351T1060,New York Stock Exchange Inc.
NUE,NUCOR CORP,Equity,0.07,65.30,"96,389.00","6,294,201.70","6,294,201.70",Materials,2651086,US6703461052,New York Stock Exchange Inc.
WDAY,WORKDAY INC CLASS A,Equity,0.07,142.90,"43,854.00","6,266,736.60","6,266,736.60",Information Technology,B8K6ZD1,US98138H1014,NASDAQ
INFO,IHS MARKIT LTD,Equity,0.07,54.07,"115,119.00","6,224,484.33","6,224,484.33",Industrials,BD0Q558,BMG475671050,NASDAQ
MSI,MOTOROLA SOLUTIONS INC,Equity,0.07,126.87,"48,913.00","6,205,592.31","6,205,592.31",Information Technology,B5BKPQ4,US6200763075,New York Stock Exchange Inc.
IP,INTERNATIONAL PAPER,Equity,0.07,50.30,"123,171.00","6,195,501.30","6,195,501.30",Materials,2465254,US4601461035,New York Stock Exchange Inc.
XLNX,XILINX INC,Equity,0.07,80.19,"76,905.00","6,167,011.95","6,167,011.95",Information Technology,2985677,US9839191015,NASDAQ
CERN,CERNER CORP,Equity,0.07,64.25,"95,708.00","6,149,239.00","6,149,239.00",Health Care,2185284,US1567821046,NASDAQ
DVN,DEVON ENERGY CORP,Equity,0.07,39.86,"154,122.00","6,143,302.92","6,143,302.92",Energy,2480677,US25179M1036,New York Stock Exchange Inc.
FCX,FREEPORT MCMORAN INC,Equity,0.07,13.89,"437,235.00","6,073,194.15","6,073,194.15",Materials,2352118,US35671D8570,New York Stock Exchange Inc.
HRS,HARRIS CORP,Equity,0.07,168.50,"36,022.00","6,069,707.00","6,069,707.00",Industrials,2412001,US4138751056,New York Stock Exchange Inc.
AZO,AUTOZONE INC,Equity,0.07,762.82,"7,953.00","6,066,707.46","6,066,707.46",Consumer Discretionary,2065955,US0533321024,New York Stock Exchange Inc.
MRO,MARATHON OIL CORP,Equity,0.07,23.51,"257,871.00","6,062,547.21","6,062,547.21",Energy,2910970,US5658491064,New York Stock Exchange Inc.
RF,REGIONS FINANCIAL CORP,Equity,0.07,18.11,"334,413.00","6,056,219.43","6,056,219.43",Financials,B01R311,US7591EP1005,New York Stock Exchange Inc.
DTE,DTE ENERGY,Equity,0.07,110.76,"54,540.00","6,040,850.40","6,040,850.40",Utilities,2280220,US2333311072,New York Stock Exchange Inc.
GPN,GLOBAL PAYMENTS INC,Equity,0.07,125.71,"47,974.00","6,030,811.54","6,030,811.54",Information Technology,2712013,US37940X1028,New York Stock Exchange Inc.
TWTR,TWITTER INC,Equity,0.07,28.19,"213,851.00","6,028,459.69","6,028,459.69",Communication,BFLR866,US90184L1026,New York Stock Exchange Inc.
PANW,PALO ALTO NETWORKS INC,Equity,0.07,222.74,"27,011.00","6,016,430.14","6,016,430.14",Information Technology,B87ZMX0,US6974351057,New York Stock Exchange Inc.
ES,EVERSOURCE ENERGY,Equity,0.07,62.16,"95,904.00","5,961,392.64","5,961,392.64",Utilities,BVVN4Q8,US30040W1080,New York Stock Exchange Inc.
FLT,FLEETCOR TECHNOLOGIES INC,Equity,0.07,224.64,"26,419.00","5,934,764.16","5,934,764.16",Information Technology,B4R28B3,US3390411052,New York Stock Exchange Inc.
CLX,CLOROX,Equity,0.07,152.26,"38,683.00","5,889,873.58","5,889,873.58",Consumer Staples,2204026,US1890541097,New York Stock Exchange Inc.
HES,HESS CORP,Equity,0.07,73.36,"80,018.00","5,870,120.48","5,870,120.48",Energy,2023748,US42809H1077,New York Stock Exchange Inc.
VRSK,VERISK ANALYTICS INC,Equity,0.06,120.47,"48,491.00","5,841,710.77","5,841,710.77",Industrials,B4P9W92,US92345Y1064,NASDAQ
DVMT,DELL TECHNOLOGIES CLASS V INC,Equity,0.06,96.76,"60,318.00","5,836,369.68","5,836,369.68",Information Technology,BDB2RN7,US24703L1035,New York Stock Exchange Inc.
DLTR,DOLLAR TREE INC,Equity,0.06,81.64,"71,138.00","5,807,706.32","5,807,706.32",Consumer Discretionary,2272476,US2567461080,NASDAQ
VTR,VENTAS REIT INC,Equity,0.06,53.64,"107,519.00","5,767,319.16","5,767,319.16",Real Estate,2927925,US92276F1003,New York Stock Exchange Inc.
MYL,MYLAN NV,Equity,0.06,37.14,"155,119.00","5,761,119.66","5,761,119.66",Health Care,BVFMFG8,NL0011031208,NASDAQ
CBS,CBS CORP CLASS B,Equity,0.06,56.51,"100,769.00","5,694,456.19","5,694,456.19",Communication,B0SRLH6,US1248572026,New York Stock Exchange Inc.
WLTW,WILLIS TOWERS WATSON PLC,Equity,0.06,142.90,"39,771.00","5,683,275.90","5,683,275.90",Financials,BDB6Q21,IE00BDB6Q211,NASDAQ
FITB,FIFTH THIRD BANCORP,Equity,0.06,27.93,"202,678.00","5,660,796.54","5,660,796.54",Financials,2336747,US3167731005,NASDAQ
APA,APACHE CORP,Equity,0.06,48.55,"116,086.00","5,635,975.30","5,635,975.30",Energy,2043962,US0374111054,New York Stock Exchange Inc.
BXP,BOSTON PROPERTIES REIT INC,Equity,0.06,120.80,"46,541.00","5,622,152.80","5,622,152.80",Real Estate,2019479,US1011211018,New York Stock Exchange Inc.
ABMD,ABIOMED INC,Equity,0.06,429.17,"13,008.00","5,582,643.36","5,582,643.36",Health Care,2003698,US0036541003,NASDAQ
FE,FIRSTENERGY CORP,Equity,0.06,37.43,"147,544.00","5,522,571.92","5,522,571.92",Utilities,2100920,US3379321074,New York Stock Exchange Inc.
BBY,BEST BUY INC,Equity,0.06,75.20,"73,050.00","5,493,360.00","5,493,360.00",Consumer Discretionary,2094670,US0865161014,New York Stock Exchange Inc.
AME,AMETEK INC,Equity,0.06,79.68,"68,899.00","5,489,872.32","5,489,872.32",Industrials,2089212,US0311001004,New York Stock Exchange Inc.
CFG,CITIZENS FINANCIAL GROUP INC,Equity,0.06,38.07,"143,840.00","5,475,988.80","5,475,988.80",Financials,BQRX1X3,US1746101054,New York Stock Exchange Inc.
TDG,TRANSDIGM GROUP INC,Equity,0.06,369.93,"14,704.00","5,439,450.72","5,439,450.72",Industrials,B11FJK3,US8936411003,New York Stock Exchange Inc.
TXT,TEXTRON INC,Equity,0.06,71.82,"75,438.00","5,417,957.16","5,417,957.16",Industrials,2885937,US8832031012,New York Stock Exchange Inc.
SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Equity,0.06,156.42,"34,396.00","5,380,222.32","5,380,222.32",Real Estate,BZ6TS23,US78410G1040,NASDAQ
LH,LABORATORY CORPORATION OF AMERICA,Equity,0.06,173.34,"31,042.00","5,380,820.28","5,380,820.28",Health Care,2586122,US50540R4092,New York Stock Exchange Inc.
HIG,HARTFORD FINANCIAL SERVICES GROUP,Equity,0.06,49.49,"108,640.00","5,376,593.60","5,376,593.60",Financials,2476193,US4165151048,New York Stock Exchange Inc.
MCHP,MICROCHIP TECHNOLOGY INC,Equity,0.06,77.65,"69,126.00","5,367,633.90","5,367,633.90",Information Technology,2592174,US5950171042,NASDAQ
TSS,TOTAL SYSTEM SERVICES INC,Equity,0.06,98.55,"54,214.00","5,342,789.70","5,342,789.70",Information Technology,2897697,US8919061098,New York Stock Exchange Inc.
K,KELLOGG,Equity,0.06,70.42,"75,707.00","5,331,286.94","5,331,286.94",Consumer Staples,2486813,US4878361082,New York Stock Exchange Inc.
BMRN,BIOMARIN PHARMACEUTICAL INC,Equity,0.06,99.00,"52,988.00","5,245,812.00","5,245,812.00",Health Care,2437071,US09061G1013,NASDAQ
WDC,WESTERN DIGITAL CORP,Equity,0.06,57.72,"90,242.00","5,208,768.24","5,208,768.24",Information Technology,2954699,US9581021055,NASDAQ
CTAS,CINTAS CORP,Equity,0.06,195.85,"26,555.00","5,200,796.75","5,200,796.75",Industrials,2197137,US1729081059,NASDAQ
TSN,TYSON FOODS INC CLASS A,Equity,0.06,59.03,"87,865.00","5,186,670.95","5,186,670.95",Consumer Staples,2909730,US9024941034,New York Stock Exchange Inc.
NOV,NATIONAL OILWELL VARCO INC,Equity,0.06,44.40,"116,063.00","5,153,197.20","5,153,197.20",Energy,2624486,US6370711011,New York Stock Exchange Inc.
NEM,NEWMONT MINING CORP,Equity,0.06,31.17,"162,614.00","5,068,678.38","5,068,678.38",Materials,2636607,US6516391066,New York Stock Exchange Inc.
CAH,CARDINAL HEALTH INC,Equity,0.06,53.98,"93,862.00","5,066,670.76","5,066,670.76",Health Care,2175672,US14149Y1082,New York Stock Exchange Inc.
FAST,FASTENAL,Equity,0.06,57.86,"87,048.00","5,036,597.28","5,036,597.28",Industrials,2332262,US3119001044,NASDAQ
USD,USD CASH,Cash,0.06,100.00,"5,032,427.00","5,032,427.38","5,032,427.38",Cash and/or Derivatives,--,--,--
PFG,PRINCIPAL FINANCIAL GROUP INC,Equity,0.06,58.86,"85,402.00","5,026,761.72","5,026,761.72",Financials,2803014,US74251V1026,NASDAQ
